region,type,e,n,var,p50,p250,p500,p750,p950
5,1,3615,138586353,3,0.3131312857757748,0.3131312857757748,0.4031045551518581,0.4031045551518581,0.4473742455999937
5,1,3615,138586353,4,1552,7001,7001,8019,8019
5,1,3615,138586353,5,2.2260000705719,5.704999923706055,6.526999950408936,10.860358026047882,10.860358026047882
5,1,3615,138586353,6,63.06025679866116,67.56868743896484,67.56868743896484,75.26679177538931,75.26679177538931
5,1,3615,138586353,8,0.0400506190602984,0.0400506190602984,0.1417973366542662,0.1468298609530208,0.3719370408256422
5,1,3615,138586353,9,0.021828398680102,0.021828398680102,0.125955158442359,0.125955158442359,0.8150914533677958
5,1,3615,138586353,7,0.0303799872004775,0.3254509073088196,0.4794107476533791,0.8750244257782651,0.8750244257782651
5,5,124,4179246,2,3,13.7,27.9,45.6,67.2
5,5,124,4179246,1,0.4966047126997265,0.4966269393757402,0.4994555128267387,0.4994555128267387,0.4994555128267387
5,5,124,4179246,3,0.2381072050304173,0.2381072050304173,0.2381072050304173,0.3394244779830297,0.3420473030319167
5,5,124,4179246,4,3801,4176,24525,24525,24525
5,5,124,4179246,5,4.293000221252442,5.144848711414586,8.391136169433596,8.391136169433596,8.391136169433596
5,5,124,4179246,6,70.1237106323242,72.03387266549792,75.78440093994142,75.78440093994142,75.78440093994142
5,5,124,4179246,8,0.2829020274449952,0.3044358132672817,0.3044358132672817,0.4631872721719519,0.6585512802316792
5,5,124,4179246,9,0.0706422317932256,0.08532811107721,0.1953198440720797,0.1953198440720797,0.1953198440720797
5,5,124,4179246,7,0.0562804129906867,0.0562804129906867,0.0562804129906867,0.1259621460795996,0.334398140119532
5,7,65,85236,2,1.4,7.9,18,33.4,57
5,7,65,85236,1,0.4934769633029662,0.4934769633029662,0.4934769633029662,0.4988861507341348,0.4988861507341348
5,7,65,85236,3,0.4284151397754142,0.4284151397754142,0.4284151397754142,0.4343159613235675,0.4343159613235675
5,7,65,85236,4,12414,12771,12962,12962,12962
5,7,65,85236,5,7.137632846832274,7.137632846832274,7.509613990783691,7.509613990783691,7.6676058769226065
5,7,65,85236,6,69.90409515948073,69.99390411376952,69.99390411376952,71.18190002441406,71.18190002441406
5,7,65,85236,8,0.3451734852809497,0.3451734852809497,0.4141736773395605,0.4141736773395605,0.4141736773395605
5,7,65,85236,9,0.1206490509265581,0.1654582454275752,0.2010041219937138,0.2010041219937138,0.2010041219937138
5,7,65,85236,7,0.156099493182546,0.1642698744044885,0.1642698744044885,0.2533050321979994,0.2533050321979994
5,9,2,231,2,3.3000000000000003,16.7,30.3,47,68.7
5,9,2,231,1,0.497814257765316,0.497814257765316,0.497814257765316,0.497814257765316,0.497814257765316
5,9,2,231,3,0.2172654661944867,0.2172654661944867,0.2172654661944867,0.2172654661944867,0.2172654661944867
5,9,2,231,4,7097,7097,7097,7097,7097
5,9,2,231,5,9.354609489440918,9.354609489440918,9.354609489440918,9.354609489440918,9.354609489440918
5,9,2,231,6,77.80380249023439,77.80380249023439,77.80380249023439,77.80380249023439,77.80380249023439
5,9,2,231,8,0.2592417208012091,0.2592417208012091,0.2592417208012091,0.2592417208012091,0.2592417208012091
5,9,2,231,9,0.4146192053445511,0.4146192053445511,0.4146192053445511,0.4146192053445511,0.4146192053445511
5,9,2,231,7,0.0594855878428411,0.0594855878428411,0.0594855878428411,0.0594855878428411,0.0594855878428411
7,0,349,570058,2,2.4000000000000004,12.6,27.9,46.5,69.10000000000001
7,0,349,570058,1,0.4847977227932207,0.4913123746316492,0.4955442357024707,0.5075450413705621,0.5149030482833257
7,0,349,570058,3,0.1877273243555546,0.1932656231434173,0.3490416993688077,0.3490416999529404,0.368198743136268
7,0,297,539530,4,2117,2493,3768,47348,55580
7,0,301,539620,5,2.198999881744385,4.520999908447266,6.365861415863037,12.819819045117669,12.820589552832889
7,0,317,552626,6,59.73763275146485,66.2605972290039,70.29949951171875,84.16550445556639,84.7346481646697
7,0,337,566168,8,0.017705016450717,0.0347896650380829,0.0367628365214306,0.0830122185351583,0.4025311503397489
7,0,337,566168,9,0,0.0121342048576607,0.0243355375525319,0.0698213649624036,0.4270692250161634
7,0,337,566168,7,0.0016077963912666,0.0025961787511406,0.0213034543745151,0.7563136258283284,0.7656187622918718
7,2,306,499083,2,2.5,13,28.8,47.6,69.7
